formula_pretty,e_above_hull,bandgap,is_magnetic,mat_id
Ag3AsAu,0.4586255,0.0,False,agm002400643
Ag3AsBr,0.35284153,0.0,False,agm002400852
Ag3AsC,0.9575543,0.0,False,agm002434056
Ag3AsCl,0.4008545,0.0,False,agm002447055
Ag3AsF,0.59558415,0.0,False,agm002472658
Ag3AsH,0.23289801,0.0,False,agm002495031
Ag3AsI,0.33729506,0.0,False,agm002400656
Ag3AsIr,1.4848047,0.0,True,agm002400659
Ag3AsN,0.7618979,0.0,False,agm002538532
Ag3AsO,0.64768916,0.0,False,agm002559393
Ag3AsOs,1.5067558,0.0,True,agm002400662
Ag3AsP,0.5396571,0.0,True,agm002572904
Ag3AsPb,0.32755774,0.0,False,agm002400663
Ag3AsPd,0.62326497,0.0,False,agm002401580
Ag3AsPt,0.8761006,0.0,False,agm002400665
Ag3AsRh,1.0030441,0.0,True,agm002401834
Ag3AsRu,1.184273,0.0,True,agm002401925
Ag3AsS,0.5356314,0.0,True,agm002583223
Ag3AsSe,0.49740803,0.0,False,agm002402106
Ag3AsW,1.622843,0.0,False,agm002400678
Ag3AuBr,0.6167668,0.0,False,agm002425365
Ag3AuC,0.7396554,0.0196,False,agm002428928
Ag3AuCl,0.6625647,0.0,False,agm002446906
Ag3AuF,0.38481265,0.0,False,agm002472596
Ag3AuI,0.5749668,0.0,False,agm002390370
Ag3AuN,0.52374154,0.0,False,agm002532563
Ag3AuO,0.16625062,0.0,False,agm002565152
Ag3AuS,0.34919938,0.0,False,agm002583081
Ag3AuSe,0.4389471,0.1145,False,agm002595691
Ag3BAs,0.678622,0.0,False,agm002409825
Ag3BAu,0.4704806,0.0,False,agm002403320
Ag3BBr,0.7421591,0.0,True,agm002403379
Ag3BC,1.5125989,0.0,False,agm002409874
Ag3BCl,0.8414269,0.0,False,agm002411258
Ag3BF,0.99312854,0.0,False,agm002411321
Ag3BH,0.92756844,0.0,False,agm002489520
Ag3BI,0.7816914,0.0,False,agm002412390
Ag3BIr,0.9946103,0.0,False,agm002404527
Ag3BMo,1.2403665,0.0,False,agm002403678
Ag3BN,1.8766904,0.0,False,agm002411517
Ag3BO,1.5858773,0.0,False,agm002407728
Ag3BOs,1.2992308,0.0,True,agm002407177
Ag3BP,0.9484959,0.0,False,agm002408994
Ag3BPb,0.3923143,0.0,False,agm002408494
Ag3BPd,0.5127333,0.0,False,agm002403846
Ag3BPt,0.6379382,0.0,False,agm002409783
Ag3BRh,0.83601767,0.0,True,agm002413002
Ag3BRu,1.0412867,0.0,True,agm002407822
Ag3BS,0.8638519,0.0,False,agm002407846
Ag3BSb,0.53654504,0.0,False,agm002412392
Ag3BSe,0.673002,0.0,False,agm002409112
Ag3BTe,0.61654997,0.0,False,agm002405945
Ag3BW,1.3846734,0.0,False,agm002408496
Ag3BiAs,0.4049036,0.0,False,agm002400647
Ag3BiAu,0.55914086,0.0,False,agm002390250
Ag3BiB,0.48930773,0.0,False,agm002405941
Ag3BiBr,0.63778645,0.0,False,agm002425369
Ag3BiC,0.8550301,0.0,False,agm002431498
Ag3BiCl,0.683694,0.0,False,agm002446911
Ag3BiF,0.503358,0.0,False,agm002465878
Ag3BiH,0.21240956,0.0,False,agm002492219
Ag3BiI,0.56340146,0.0,False,agm002390374
Ag3BiIr,1.00857,0.0,True,agm002390440
Ag3BiMo,1.3767902,0.0,True,agm002530897
Ag3BiN,0.60693645,0.0,False,agm002534940
Ag3BiO,0.51847565,0.0,False,agm002558161
Ag3BiOs,1.3357768,0.0,False,agm002390475
Ag3BiP,0.35618147,0.0,False,agm002571050
Ag3BiPb,0.5573559,0.0,False,agm002390486
Ag3BiPd,0.71523124,0.0,False,agm002573918
Ag3BiPt,0.7511232,0.0,False,agm002390490
Ag3BiRh,0.9186423,0.0,True,agm002578156
Ag3BiRu,1.1217571,0.0,True,agm002579666
Ag3BiS,0.42417264,0.0,False,agm002583085
Ag3BiSb,0.53825104,0.0,False,agm002390518
Ag3BiSe,0.5028254,0.0,False,agm002595694
Ag3BiTe,0.59934115,0.0,True,agm002390605
Ag3BiW,1.5165323,0.0,False,agm002390639
Ag3BrCl,0.52690065,0.0,False,agm002447252
Ag3BrF,0.34963965,0.0,False,agm002470445
Ag3BrN,0.67050236,0.0,False,agm002536174
Ag3BrO,0.10203169,0.0,False,agm002559413
Ag3CBr,0.97871464,0.0,False,agm002430308
Ag3CCl,0.9592241,0.0,False,agm002434150
Ag3CF,0.9253978,0.0,False,agm002435450
Ag3CI,1.0256823,0.0,False,agm002427749
Ag3CN,1.6140867,0.0,True,agm002435627
Ag3CO,1.4215724,0.0,False,agm002435704
Ag3CS,0.97950417,0.0,False,agm002433263
Ag3CSe,0.90810245,0.0,False,agm002433322
Ag3ClF,0.3746707,0.0,False,agm002472736
Ag3ClO,0.111664146,0.0,False,agm002558281
Ag3GeAs,0.57065624,0.0,False,agm002484042
Ag3GeAu,0.59085774,0.0,False,agm002483895
Ag3GeB,0.5278991,0.0,False,agm002408759
Ag3GeBi,0.4362351,0.0,False,agm002483899
Ag3GeBr,0.5970104,0.0,False,agm002484238
Ag3GeC,0.86648446,0.0,False,agm002432952
Ag3GeCl,0.65964246,0.0,False,agm002448468
Ag3GeF,0.6922177,0.0,False,agm002469491
Ag3GeH,0.265843,0.0,False,agm002494019
Ag3GeI,0.5412661,0.0,False,agm002483909
Ag3GeIr,1.3019079,0.0,False,agm002483913
Ag3GeMo,1.1429249,0.0,True,agm002484735
Ag3GeN,0.75630623,0.0,False,agm002538783
Ag3GeO,0.73382664,0.0,False,agm002563041
Ag3GeOs,1.5047693,0.0,True,agm002483917
Ag3GeP,0.49239138,0.0,False,agm002569403
Ag3GePb,0.31792778,0.0,False,agm002483919
Ag3GePd,0.7817592,0.0,False,agm002484967
Ag3GePt,0.9836982,0.0,False,agm002483921
Ag3GeRh,1.075713,0.0,False,agm002485222
Ag3GeRu,1.2334952,0.0,True,agm002485314
Ag3GeS,0.6020311,0.0,False,agm002584836
Ag3GeSb,0.5181729,0.0,False,agm002483925
Ag3GeSe,0.6775437,0.0,False,agm002485494
Ag3GeTe,0.52720046,0.0,False,agm002483931
Ag3GeW,1.5505507,0.0,True,agm002483935
Ag3HAu,0.13677523,0.0,False,agm002489444
Ag3HBr,0.34755388,0.0,False,agm002495111
Ag3HC,1.2463758,0.0,True,agm002488234
Ag3HCl,0.36463144,0.0,False,agm002495205
Ag3HF,0.4739204,0.0,False,agm002496738
Ag3HI,0.4513729,0.0,False,agm002488111
Ag3HIr,0.5472244,0.0,False,agm002490923
Ag3HN,0.98828804,0.0,True,agm002491375
Ag3HO,0.627926,0.0058,False,agm002497024
Ag3HOs,0.87265915,0.0,True,agm002493705
Ag3HPb,0.23630154,0.0,False,agm002494988
Ag3HPd,0.1980021,0.0,False,agm002491491
Ag3HPt,0.23202625,0.0,False,agm002496483
Ag3HRh,0.4010715,0.0,True,agm002495701
Ag3HRu,0.6464296,0.0,True,agm002494308
Ag3HS,0.26726785,0.3905,False,agm002490178
Ag3HSe,0.16389197,0.0,False,agm002494384
Ag3HW,0.99195087,0.0,True,agm002494990
Ag3HgAs,0.19967201,0.4117,False,agm002400654
Ag3HgAu,0.5696423,0.0,False,agm002390252
Ag3HgB,0.46478593,0.0,False,agm002411120
Ag3HgBi,0.40043062,0.3711,False,agm002390364
Ag3HgBr,0.6802662,0.0,False,agm002425378
Ag3HgC,0.74578714,0.0,False,agm002436487
Ag3HgCl,0.64126176,0.0,False,agm002446919
Ag3HgF,0.37590683,0.0,False,agm002470351
Ag3HgGe,0.38958868,0.0,False,agm002483907
Ag3HgH,0.18672255,0.0,False,agm002486707
Ag3HgI,0.62267196,0.0,False,agm002390380
Ag3HgIr,1.0411907,0.0,True,agm002390442
Ag3HgMo,1.3605957,0.0,True,agm002530905
Ag3HgN,0.53531134,0.0,False,agm002539740
Ag3HgO,0.16525625,0.0,False,agm002562822
Ag3HgOs,1.3756633,0.0,True,agm002390477
Ag3HgP,0.15662895,0.0,False,agm002567248
Ag3HgPb,0.5258313,0.0,False,agm002390367
Ag3HgPd,0.6895913,0.0,False,agm002573926
Ag3HgPt,0.6921382,0.0,False,agm002390492
Ag3HgRh,0.90740365,0.0,True,agm002578162
Ag3HgRu,1.171683,0.0,True,agm002579672
Ag3HgS,0.2521971,0.0,False,agm002583093
Ag3HgSb,0.2673516,0.8321,False,agm002390524
Ag3HgSe,0.3178264,0.0,False,agm002595701
Ag3HgTe,0.39783886,0.0,False,agm002390611
Ag3HgW,1.6110257,0.0,False,agm002390641
Ag3IBr,0.5531063,0.0,False,agm002425380
Ag3ICl,0.5136169,0.0,False,agm002446921
Ag3IF,0.34390533,0.0,False,agm002471524
Ag3IN,0.70631343,0.0,False,agm002540897
Ag3IO,0.1338276,0.0,False,agm002563951
Ag3IrAu,1.3015138,0.0,True,agm002390438
Ag3IrBr,1.1201272,0.0,True,agm002425383
Ag3IrC,1.2005099,0.0,True,agm002430253
Ag3IrCl,1.1731973,0.0,True,agm002446924
Ag3IrF,0.9803884,0.0,True,agm002473756
Ag3IrI,1.0665609,0.0,True,agm002390382
Ag3IrN,1.0082585,0.0,True,agm002533650
Ag3IrO,0.9160586,0.0,True,agm002557043
Ag3IrOs,2.2020533,0.0,True,agm002390478
Ag3IrPb,0.9018523,0.0,False,agm002390444
Ag3IrPd,1.3994815,0.0,True,agm002573931
Ag3IrPt,1.6161059,0.0,True,agm002390446
Ag3IrRh,1.6647915,0.0,True,agm002578167
Ag3IrRu,1.8573631,0.0,True,agm002579677
Ag3IrS,1.4833139,0.0,True,agm002583098
Ag3IrSe,1.2508307,0.0,True,agm002595706
Ag3IrW,2.5801597,0.0,True,agm002390642
Ag3MoAs,1.1829401,0.0,True,agm002401352
Ag3MoAu,1.3242313,0.0,True,agm002530894
Ag3MoBr,1.6130017,0.0,True,agm002425953
Ag3MoC,1.4337755,0.0,False,agm002431927
Ag3MoCl,1.5476497,0.0,True,agm002449184
Ag3MoF,1.0397365,0.0,True,agm002470726
Ag3MoH,0.8264517,0.0,True,agm002496928
Ag3MoI,1.5518414,0.0,True,agm002530908
Ag3MoIr,1.8712044,0.0,True,agm002530911
Ag3MoN,1.3698465,0.0,True,agm002535303
Ag3MoO,1.0402639,0.0,True,agm002560866
Ag3MoOs,2.1007428,0.0,True,agm002530915
Ag3MoP,1.2287669,0.0,True,agm002569516
Ag3MoPb,1.289554,0.0,True,agm002530918
Ag3MoPd,1.3668822,0.0,True,agm002531490
Ag3MoPt,1.5190997,0.0,True,agm002530919
Ag3MoRh,1.6601254,0.0,True,agm002531630
Ag3MoRu,1.9005138,0.0,True,agm002531720
Ag3MoS,1.3146882,0.0,True,agm002585564
Ag3MoSe,1.3294356,0.0,True,agm002596405
Ag3MoW,2.2462106,0.0,True,agm002530933
Ag3NCl,0.6529553,0.0,False,agm002533760
Ag3NF,0.590241,0.0,False,agm002537538
Ag3NO,0.86419404,0.0,False,agm002534142
Ag3OF,0.16479261,0.0,False,agm002558363
Ag3OsAu,1.619331,0.0,True,agm002390473
Ag3OsBr,1.4601765,0.0,True,agm002425387
Ag3OsC,1.5241683,0.0,True,agm002432737
Ag3OsCl,1.5158908,0.0,True,agm002446928
Ag3OsF,1.3201596,0.0,True,agm002466985
Ag3OsI,1.405618,0.0,True,agm002390386
Ag3OsN,1.3458784,0.0,True,agm002536109
Ag3OsO,1.2733449,0.0,True,agm002559336
Ag3OsPb,1.2440597,0.0,True,agm002390481
Ag3OsPd,1.7126079,0.0,True,agm002573935
Ag3OsPt,1.8845183,0.0,True,agm002390482
Ag3OsRh,1.9589944,0.0,True,agm002578171
Ag3OsRu,2.1437855,0.0,True,agm002579681
Ag3OsS,1.4400843,0.0,True,agm002583102
Ag3OsSe,1.5048048,0.0,True,agm002595710
Ag3OsW,2.4410908,0.0,True,agm002390643
Ag3PAu,0.38187557,0.0,False,agm002569179
Ag3PBr,0.30083865,0.0,False,agm002568231
Ag3PC,1.0948402,0.0,False,agm002429482
Ag3PCl,0.32999668,0.0,False,agm002566427
Ag3PF,0.60810935,0.0,False,agm002466335
Ag3PH,0.35337707,0.0,False,agm002495650
Ag3PI,0.3044285,0.0,False,agm002568190
Ag3PIr,1.1877292,0.0,True,agm002570062
Ag3PN,0.9911227,0.0,False,agm002540178
Ag3PO,0.9324813,0.0,False,agm002559795
Ag3POs,1.4408317,0.0,True,agm002571927
Ag3PPb,0.2697967,0.0,False,agm002572892
Ag3PPd,0.52554274,0.0,False,agm002568518
Ag3PPt,0.76901674,0.0,False,agm002566341
Ag3PRh,0.9342461,0.0,True,agm002568559
Ag3PRu,1.1397946,0.0,True,agm002567664
Ag3PS,0.55436313,0.0,False,agm002572323
Ag3PSe,0.41235083,0.0,False,agm002567710
Ag3PW,1.5852023,0.0,False,agm002572894
Ag3PbAu,0.5024828,0.0,False,agm002390254
Ag3PbBr,0.85887563,0.0,False,agm002425390
Ag3PbC,0.75147635,0.0,False,agm002434001
Ag3PbCl,0.79630524,0.0,False,agm002446931
Ag3PbF,0.5945373,0.0,False,agm002468116
Ag3PbI,0.77983296,0.0,False,agm002390388
Ag3PbN,0.5518226,0.0,False,agm002537340
Ag3PbO,0.5425668,0.0,False,agm002560516
Ag3PbS,0.50181466,0.0,False,agm002583104
Ag3PbSe,0.55929667,0.0,False,agm002595712
Ag3PbW,1.797585,0.0,True,agm002390645
Ag3PdAu,0.8995532,0.0,False,agm002573914
Ag3PdBr,0.7067219,0.1851,False,agm002426186
Ag3PdC,0.7286907,0.0,False,agm002429513
Ag3PdCl,0.76061493,0.0,False,agm002449571
Ag3PdF,0.48373875,0.0,False,agm002469695
Ag3PdI,0.6505111,0.3315,False,agm002573928
Ag3PdN,0.5046797,0.0,False,agm002536638
Ag3PdO,0.32153147,0.0,False,agm002563280
Ag3PdPb,0.6187835,0.0,False,agm002573938
Ag3PdPt,1.0399197,0.0,False,agm002573939
Ag3PdRh,1.2438562,0.0,True,agm002578750
Ag3PdRu,1.4776571,0.0,True,agm002580251
Ag3PdS,0.57297814,0.0,False,agm002585946
Ag3PdSe,0.6686787,0.0,False,agm002596636
Ag3PdW,1.7288387,0.0,True,agm002573954
Ag3PtAu,0.9263958,0.0,False,agm002390488
Ag3PtBr,0.73050874,0.0,False,agm002425391
Ag3PtC,0.85529625,0.0,False,agm002435274
Ag3PtCl,0.78494847,0.0,False,agm002446932
Ag3PtF,0.57566744,0.0,False,agm002469269
Ag3PtI,0.67259973,0.1346,False,agm002390390
Ag3PtN,0.6371198,0.0,False,agm002538499
Ag3PtO,0.43030185,0.0,False,agm002561643
Ag3PtPb,0.6402829,0.0,False,agm002390494
Ag3PtRh,1.322059,0.0,True,agm002578174
Ag3PtS,0.7338475,0.0,False,agm002583106
Ag3PtSe,0.8347212,0.0,False,agm002595714
Ag3PtW,1.860772,0.0,True,agm002390646
Ag3RhAu,1.1495628,0.0,True,agm002578152
Ag3RhBr,0.9862087,0.0,True,agm002426445
Ag3RhC,0.9609873,0.0,True,agm002437114
Ag3RhCl,1.1785277,0.0,False,agm002449829
Ag3RhF,0.76658976,0.0,True,agm002466394
Ag3RhI,0.93413305,0.0,True,agm002578164
Ag3RhN,0.78464824,0.0,True,agm002533061
Ag3RhO,0.67025715,0.0,True,agm002564488
Ag3RhPb,0.7992495,0.0,True,agm002578173
Ag3RhS,0.89057165,0.0,False,agm002586207
Ag3RhSe,0.9875358,0.0,False,agm002596896
Ag3RhW,2.0250225,0.0,True,agm002578189
Ag3RuAu,1.4087175,0.0,True,agm002579662
Ag3RuBr,1.255643,0.0,True,agm002426536
Ag3RuC,1.210584,0.0,True,agm002429574
Ag3RuCl,1.3084574,0.0,True,agm002449920
Ag3RuF,1.0532545,0.0,True,agm002468634
Ag3RuI,1.2047614,0.0,True,agm002579674
Ag3RuN,1.0422295,0.0,True,agm002535454
Ag3RuO,1.0079372,0.0,True,agm002563314
Ag3RuPb,1.047307,0.0,True,agm002579684
Ag3RuPt,1.5235584,0.0,True,agm002579685
Ag3RuRh,1.689433,0.0,True,agm002580388
Ag3RuS,1.1779966,0.0,True,agm002586299
Ag3RuSe,1.2649591,0.0,True,agm002596988
Ag3RuW,2.3175871,0.0,True,agm002579699
Ag3SBr,0.75745785,0.0,False,agm002583414
Ag3SCl,0.65237516,0.0,False,agm002583835
Ag3SF,0.18114825,1.3122,False,agm002472001
Ag3SI,0.105895795,0.645,False,agm002583095
Ag3SN,0.67958117,0.0,False,agm002541512
Ag3SO,0.5110204,0.0,False,agm002563338
Ag3SbAs,0.47578433,0.0,False,agm002400669
Ag3SbAu,0.62032086,0.0,False,agm002390514
Ag3SbBr,0.46962848,0.0,False,agm002425395
Ag3SbC,0.8864607,0.0,False,agm002427751
Ag3SbCl,0.6985143,0.0,False,agm002446936
Ag3SbF,0.5071861,0.0,False,agm002471526
Ag3SbH,0.20449969,0.0,False,agm002488113
Ag3SbI,0.41588193,0.0,False,agm002390526
Ag3SbIr,1.2219095,0.0,True,agm002390527
Ag3SbMo,1.2327199,0.0,True,agm002530923
Ag3SbN,0.63274515,0.0,False,agm002540899
Ag3SbO,0.5766752,0.0,False,agm002563953
Ag3SbOs,1.4548643,0.0,False,agm002390530
Ag3SbP,0.41269284,0.0,False,agm002568192
Ag3SbPb,0.43415812,0.0,False,agm002390532
Ag3SbPd,0.84601235,0.04,False,agm002573943
Ag3SbPt,0.9080613,0.0,False,agm002390533
Ag3SbRh,1.1606027,0.0,True,agm002578179
Ag3SbRu,1.3026941,0.0,True,agm002579690
Ag3SbS,0.43720672,0.0,False,agm002583110
Ag3SbSe,0.51479065,0.0,False,agm002595718
Ag3SbTe,0.5369901,0.0,False,agm002390540
Ag3SbW,1.5923729,0.0,True,agm002390544
Ag3SeBr,0.13624571,0.7393,False,agm002595902
Ag3SeCl,0.15641177,0.9865,False,agm002450282
Ag3SeF,0.29046535,0.0,False,agm002466456
Ag3SeI,0.7642202,0.0,False,agm002595702
Ag3SeN,0.6225599,0.0,False,agm002535508
Ag3SeO,0.30138308,0.0,False,agm002564542
Ag3SeS,0.28306097,0.0,False,agm002586659
Ag3SnAs,0.40666974,0.0,False,agm002400670
Ag3SnAu,0.6164398,0.0,False,agm002390545
Ag3SnB,0.4290989,0.0,False,agm002403324
Ag3SnBi,0.5708858,0.0,False,agm002390550
Ag3SnBr,0.7112482,0.0,False,agm002425397
Ag3SnC,0.7772315,0.0,False,agm002428932
Ag3SnCl,0.78458214,0.0,False,agm002446937
Ag3SnF,0.5766539,0.0,False,agm002472600
Ag3SnGe,0.3953483,0.0,False,agm002483927
Ag3SnH,0.18493034,0.0,False,agm002489448
Ag3SnHg,0.4641169,0.0,False,agm002390556
Ag3SnI,0.63929087,0.0,False,agm002390558
Ag3SnIr,1.0830628,0.0,False,agm002390559
Ag3SnMo,1.2621017,0.0,True,agm002530925
Ag3SnN,0.5770244,0.0,False,agm002532567
Ag3SnO,0.6157102,0.0,False,agm002565156
Ag3SnOs,1.3423502,0.0,True,agm002390563
Ag3SnP,0.33691692,0.0,False,agm002569183
Ag3SnPb,0.4394468,0.0,False,agm002390566
Ag3SnPd,0.80996287,0.0,False,agm002573946
Ag3SnPt,0.8623894,0.0,False,agm002390567
Ag3SnRh,1.043172,0.0,True,agm002578181
Ag3SnRu,1.1917763,0.0,True,agm002579692
Ag3SnS,0.5051725,0.0,False,agm002583112
Ag3SnSb,0.50637513,0.0,False,agm002390571
Ag3SnSe,0.56272846,0.0,False,agm002595720
Ag3SnTe,0.652254,0.0,False,agm002390575
Ag3SnW,1.5493094,0.0,True,agm002390579
Ag3TeAs,0.39712965,0.0,False,agm002400674
Ag3TeAu,0.5649344,0.1557,False,agm002390601
Ag3TeBr,0.21967469,1.3259,False,agm002425400
Ag3TeC,0.9018275,0.0,False,agm002431502
Ag3TeCl,0.25145626,1.5452,False,agm002446941
Ag3TeF,0.30150515,0.0,False,agm002465882
Ag3TeH,0.19333234,0.1161,False,agm002492222
Ag3TeI,0.21377118,1.1165,False,agm002390613
Ag3TeIr,1.1422502,0.0,True,agm002390614
Ag3TeMo,1.3832616,0.0,True,agm002530929
Ag3TeN,0.6101757,0.0,False,agm002534944
Ag3TeO,0.3571077,0.0,False,agm002558165
Ag3TeOs,1.411964,0.0,True,agm002390618
Ag3TeP,0.34073782,0.0,False,agm002571054
Ag3TePb,0.6359051,0.0,False,agm002390621
Ag3TePd,0.75433725,0.0,False,agm002573950
Ag3TePt,0.80171305,0.0,False,agm002390622
Ag3TeRh,1.0416807,0.0,True,agm002578185
Ag3TeRu,1.2667572,0.0,True,agm002579696
Ag3TeS,0.2274226,0.0,False,agm002583114
Ag3TeSe,0.30041644,0.0,False,agm002595724
Ag3TeW,1.6369234,0.0,False,agm002390630
Ag3WAu,1.6925621,0.0,True,agm002390636
Ag3WBr,1.7263497,0.0,False,agm002425404
Ag3WC,1.666178,0.0,False,agm002434003
Ag3WCl,1.777117,0.0,True,agm002446946
Ag3WF,1.3576214,0.0,True,agm002468118
Ag3WI,1.6633421,0.0,False,agm002390398
Ag3WN,1.6887611,0.0,True,agm002537342
Ag3WO,1.4430181,0.0,True,agm002560518
Ag3WS,1.6095451,0.0,True,agm002583118
Ag3WSe,1.6146175,0.0,True,agm002595728
AgAs3Au,0.9303199,0.0,False,agm002399549
AgAs3Br,1.0848603,0.0,True,agm002399625
AgAs3C,1.0563941,0.0,False,agm002430282
AgAs3Cl,1.1349655,0.0,True,agm002446988
AgAs3F,0.9731943,0.0,False,agm002469285
AgAs3H,0.5980053,0.0,False,agm002490945
AgAs3I,1.0164849,0.0,False,agm002399564
AgAs3Ir,1.0116119,0.0,False,agm002399567
AgAs3N,0.75064516,0.0,False,agm002534984
AgAs3O,0.7531436,0.0,False,agm002565173
AgAs3Os,0.89290893,0.0,False,agm002399571
AgAs3P,0.7437629,0.0,False,agm002570076
AgAs3Pb,0.6818447,0.0,False,agm002399574
AgAs3Pd,0.8221498,0.0,False,agm002400002
AgAs3Pt,0.9723656,0.0,False,agm002399575
AgAs3Rh,0.8722812,0.0,False,agm002400134
AgAs3Ru,0.8085454,0.0,True,agm002400179
AgAs3S,0.83282214,0.0,False,agm002583159
AgAs3Se,0.9724446,0.0,False,agm002400259
AgAs3W,0.644,0.0,False,agm002399589
AgAsAu3,0.446045,0.0,False,agm002400679
AgAsBr3,0.40107793,0.0,False,agm005411312
AgAsC3,2.660525,0.0,False,agm002436102
AgAsCl3,0.45703524,0.0,False,agm002444726
AgAsF3,0.64125687,0.0,True,agm002473426
AgAsH3,0.6274276,0.0,False,agm002487668
AgAsI3,0.4416384,0.0,False,agm002400693
AgAsIr3,1.1955943,0.0,False,agm002400697
AgAsN3,1.5757418,0.0,True,agm002534569
AgAsO3,0.4115037,0.0,True,agm002562469
AgAsOs3,1.7468873,0.0,True,agm002400701
AgAsP3,1.0992664,0.0,False,agm002567893
AgAsPb3,0.54501235,0.0,False,agm002400702
AgAsPd3,0.4069042,0.0,False,agm002401538
AgAsPt3,0.60493594,0.0,False,agm002400705
AgAsRh3,0.7128937,0.0,False,agm002401789
AgAsRu3,1.1019973,0.0,True,agm002401879
AgAsS3,0.64476204,0.0,False,agm002580753
AgAsSe3,0.5957134,0.0,False,agm002402041
AgAsW3,1.7164313,0.0,True,agm002400719
AgAu3Br,0.9201068,0.0,False,agm002425406
AgAu3C,0.64546585,0.0,False,agm002436491
AgAu3Cl,0.98246765,0.0,False,agm002446947
AgAu3F,0.73828834,0.0,False,agm002470355
AgAu3I,0.84108496,0.0,False,agm002390935
AgAu3N,0.6491162,0.0,False,agm002539744
AgAu3O,0.44396594,0.0,False,agm002562826
AgAu3S,0.5916979,0.0,False,agm002583120
AgAu3Se,0.6511679,0.0,False,agm002595730
AgAuBr3,0.30889657,0.0,False,agm005419165
AgAuC3,3.1487956,0.0,False,agm002433596
AgAuCl3,0.27991,0.0,False,agm002444683
AgAuF3,0.27049026,0.0,False,agm002471161
AgAuI3,0.3858543,0.0,False,agm002390906
AgAuN3,2.220511,0.0,True,agm002532172
AgAuO3,0.6043874,0.0,True,agm002558959
AgAuS3,0.8310128,0.0,False,agm002580710
AgAuSe3,0.7199894,0.0,False,agm002594665
AgB3As,1.9876044,0.0,False,agm002411986
AgB3Au,1.8263081,0.0,False,agm002409358
AgB3Br,2.0495415,0.0,False,agm002405546
AgB3C,1.9673495,0.0,False,agm002405555
AgB3Cl,2.1704843,0.0,False,agm002402968
AgB3F,2.423495,0.0,False,agm002403012
AgB3H,1.8573668,0.0,False,agm002493751
AgB3I,2.0597875,0.0,False,agm002408067
AgB3Ir,1.0482911,0.0,False,agm002410695
AgB3Mo,1.6083533,0.0,False,agm002405724
AgB3N,2.4112384,0.0,False,agm002408279
AgB3O,2.5921843,0.0,False,agm002412225
AgB3Os,1.045008,0.0,False,agm002402903
AgB3P,1.7296007,0.0,False,agm002412241
AgB3Pb,1.8931636,0.0,False,agm002404105
AgB3Pd,1.5127115,0.0,False,agm002407035
AgB3Pt,1.2675548,0.0,False,agm002405520
AgB3Rh,1.2615551,0.0,False,agm002409662
AgB3Ru,1.1832925,0.0,False,agm002408375
AgB3S,1.8498676,0.0,False,agm002408381
AgB3Sb,1.9546746,0.0,False,agm002408069
AgB3Se,2.0046875,0.0,False,agm002409701
AgB3Te,1.9101046,0.0,False,agm002411972
AgB3W,1.5585778,0.0,False,agm002404106
AgBAs3,0.8276201,0.0,False,agm002405970
AgBAu3,0.26793027,0.0,False,agm002411124
AgBBr3,0.84422565,0.0,False,agm005410470
AgBC3,2.5191379,0.0,False,agm002403388
AgBCl3,0.988557,0.0,False,agm002408619
AgBF3,1.4311725,0.0,False,agm002410037
AgBH3,0.9242344,0.0,False,agm002496043
AgBI3,0.83773845,0.0,False,agm002409785
AgBIr3,3.3865569,0.0,True,agm002404532
AgBMo3,0.5835779,0.0,False,agm002410227
AgBN3,2.1810958,0.0,False,agm002407630
AgBO3,1.0978929,0.0,True,agm002405084
AgBOs3,0.7656702,0.0,True,agm002409787
AgBP3,1.0525228,0.0,False,agm002403804
AgBPb3,0.69762385,0.0,False,agm002403328
AgBPd3,0.04415361,0.0,False,agm001102149
AgBPt3,2.5918279,0.0,False,agm002405948
AgBRh3,0.2222304,0.0,False,agm002412996
AgBRu3,0.5129763,0.0,True,agm002406506
AgBS3,1.010407,0.0,False,agm002403894
AgBSb3,0.7707104,0.0,False,agm002411128
AgBSe3,0.81622785,0.0,False,agm002406545
AgBTe3,0.7742553,0.0,False,agm002409789
AgBW3,0.67589676,0.0,False,agm002404535
AgBi3As,0.6813504,0.0,False,agm002400683
AgBi3Au,0.6430511,0.0,False,agm002390660
AgBi3B,0.80167615,0.0,False,agm002405947
AgBi3Br,0.69202113,0.0,False,agm002425410
AgBi3C,0.97104865,0.0,False,agm002431504
AgBi3Cl,0.71716267,0.0,False,agm002446951
AgBi3F,0.5489422,0.0,False,agm002465884
AgBi3H,0.39472985,0.0,False,agm002492224
AgBi3I,0.6530575,0.0,False,agm002390939
AgBi3Ir,0.6010686,0.0,False,agm002391054
AgBi3Mo,0.6802391,0.0,False,agm002530940
AgBi3N,0.4919965,0.0,False,agm002536113
AgBi3O,0.404752,0.0,False,agm002558167
AgBi3Os,0.81549084,0.0,False,agm002391128
AgBi3P,0.6211898,0.0,False,agm002571931
AgBi3Pb,0.44765526,0.0,False,agm002391143
AgBi3Pd,0.5470854,0.0,False,agm002573960
AgBi3Pt,0.5980461,0.0,False,agm002391156
AgBi3Rh,0.5110683,0.0,False,agm002578195
AgBi3Ru,0.53729177,0.0,False,agm002579706
AgBi3S,0.6516457,0.0,False,agm002583123
AgBi3Sb,0.5981189,0.0,False,agm002391235
AgBi3Se,0.7816811,0.0,False,agm002595734
AgBi3Te,0.63038254,0.0,False,agm002391410
