epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
  335,     8,           243.38,           241.57,           1.8131,       2.6799e-05,           1.3465,           241.57
  335,     9,           535.07,           532.29,           2.7756,       2.4169e-05,            1.666,           532.29
  335,    10,           41.863,           41.682,          0.18117,       3.5529e-06,          0.42564,           41.682
  335,    11,           435.94,           428.44,           7.4979,        5.878e-06,           2.7382,           428.44
  335,    12,           134.22,           134.21,         0.010587,        3.209e-06,          0.10289,           134.21
  335,    13,           367.13,           366.29,          0.83957,          0.73284,          0.91628,           366.29
  335,    14,           203.52,           203.52,        0.0012968,          0.13548,         0.036011,           203.52
  335,    15,           172.54,            168.3,           4.2419,       2.1224e-05,           2.0596,            168.3
  335,    16,           173.84,           173.84,       0.00079319,       1.4232e-05,         0.028164,           173.84
  335,    17,           1042.3,           1037.9,           4.3838,           1.4145,           2.0938,           1037.9
  335,    18,           227.74,           227.54,          0.20561,          0.36943,          0.45344,           227.54
  335,    19,           241.48,           239.91,           1.5656,       2.0911e-05,           1.2512,           239.91
  335,    20,           237.31,           235.47,           1.8366,          0.20389,           1.3552,           235.47
  335,    21,           491.14,           491.01,          0.13176,          0.17683,          0.36299,           491.01
  335,    22,           407.09,           391.35,            15.74,       1.8935e-05,           3.9674,           391.35
  335,    23,           329.69,           329.66,         0.022912,       1.0081e-05,          0.15137,           329.66
  335,    24,           598.07,           597.68,          0.38678,           2.3899,          0.62191,           597.68
  335,    25,            331.7,            328.8,           2.9042,        2.224e-05,           1.7042,            328.8
  335,    26,           59.367,            57.07,           2.2971,       2.2893e-05,           1.5156,            57.07
  335,    27,           377.49,           377.36,          0.12543,       0.00012589,          0.35417,           377.36
  335,    28,           146.24,           146.17,         0.070834,        5.263e-06,          0.26615,           146.17
  336,     1,           305.76,           305.33,          0.42788,       4.8559e-06,          0.65413,           305.33
  336,     2,           191.49,           190.49,            1.002,       2.9829e-05,            1.001,           190.49
  336,     3,           148.16,           147.92,          0.23725,       2.2426e-05,          0.48708,           147.92
  336,     4,           164.83,           164.69,           0.1379,       6.7682e-06,          0.37135,           164.69
  336,     5,           581.59,           580.89,          0.69702,          0.54133,          0.83488,           580.89
  336,     6,            221.6,           221.57,         0.033866,       1.6908e-05,          0.18403,           221.57
  336,     7,           500.32,           498.09,           2.2288,       9.9205e-06,           1.4929,           498.09
  336,     8,           227.26,           215.73,           11.527,       2.5303e-05,           3.3951,           215.73
  336,     9,           564.87,           563.14,           1.7348,           2.4144,           1.3171,           563.14
  336,    10,           233.56,           233.34,           0.2176,          0.84274,          0.46647,           233.34
  336,    11,           47.598,           47.307,          0.29028,       3.6408e-06,          0.53877,           47.307
  336,    12,           368.23,           366.83,           1.3976,          0.35256,           1.1822,           366.83
  336,    13,           81.228,            81.12,          0.10849,       5.0955e-06,          0.32937,            81.12
  336,    14,           309.66,           307.89,            1.772,          0.19521,           1.3312,           307.89
  336,    15,           499.24,           498.98,          0.25787,       0.00011578,          0.50781,           498.98
  336,    16,           204.36,            204.3,         0.060202,          0.17536,          0.24536,            204.3
  336,    17,           164.98,           164.89,         0.085133,          0.03163,          0.29178,           164.89
  336,    18,           52.799,           52.763,         0.035211,       3.0214e-06,          0.18764,           52.763
  336,    19,            101.1,           99.977,           1.1233,         2.76e-06,           1.0598,           99.977
  336,    20,           543.87,           537.83,           6.0332,            1.375,           2.4562,           537.83
  336,    21,           361.62,           357.67,           3.9502,       1.7869e-05,           1.9875,           357.67
  336,    22,           271.46,           269.61,           1.8439,       2.1795e-05,           1.3579,           269.61
  336,    23,           306.69,           306.27,           0.4226,       1.6056e-05,          0.65008,           306.27
  336,    24,           334.81,           331.72,           3.0951,       2.4485e-05,           1.7593,           331.72
  336,    25,           72.391,           72.351,         0.040093,       2.3971e-05,          0.20023,           72.351
  336,    26,           298.44,           297.95,           0.4837,       1.8426e-05,          0.69549,           297.95
  336,    27,           371.05,           370.36,          0.69372,         0.098802,           0.8329,           370.36
  336,    28,           252.85,           252.63,          0.22058,          0.26144,          0.46966,           252.63
  337,     1,           582.39,           582.35,         0.043403,       0.00011465,          0.20833,           582.35
  337,     2,           377.67,           376.35,           1.3193,       2.3956e-05,           1.1486,           376.35
  337,     3,           256.47,           256.47,        0.0020473,          0.65259,         0.045247,           256.47
  337,     4,           205.97,           205.97,       0.00091254,       1.6778e-05,         0.030208,           205.97
  337,     5,           563.58,           562.99,          0.59483,           1.6293,          0.77125,           562.99
  337,     6,           92.761,           92.333,          0.42772,       2.2905e-05,            0.654,           92.333
  337,     7,           248.38,           248.26,          0.11523,          0.32858,          0.33945,           248.26
  337,     8,           363.89,           361.88,           2.0023,       1.2435e-05,            1.415,           361.88
  337,     9,            438.6,            436.9,           1.6996,          0.11085,           1.3037,            436.9
  337,    10,           302.89,           302.21,          0.67605,       2.1926e-05,          0.82222,           302.21
  337,    11,           179.43,           178.69,          0.74018,        1.507e-05,          0.86034,           178.69
  337,    12,           382.31,           380.39,           1.9232,       1.4954e-05,           1.3868,           380.39
  337,    13,           184.22,           184.18,           0.0393,           0.0308,          0.19824,           184.18
  337,    14,           38.169,           38.162,        0.0072614,       3.1794e-06,         0.085214,           38.162
  337,    15,           241.23,           241.04,          0.18249,          0.52611,          0.42719,           241.04
  337,    16,           387.71,           387.36,          0.34934,           0.8397,          0.59105,           387.36
  337,    17,           404.05,           402.01,           2.0329,        2.765e-05,           1.4258,           402.01
  337,    18,           194.46,           194.02,          0.44847,        2.062e-05,          0.66968,           194.02
  337,    19,           104.46,           104.44,         0.024284,       2.3689e-05,          0.15583,           104.44
  337,    20,           62.766,           60.257,           2.5088,       2.1602e-05,           1.5839,           60.257
  337,    21,           265.89,           262.75,           3.1405,          0.12761,           1.7721,           262.75
  337,    22,           139.76,           138.59,           1.1672,       6.5157e-06,           1.0804,           138.59
  337,    23,           480.75,           480.75,        0.0013717,           2.5378,         0.037037,           480.75
  337,    24,            73.06,           71.917,           1.1424,       5.4159e-06,           1.0689,           71.917
  337,    25,           269.24,           267.46,           1.7793,       4.6764e-06,           1.3339,           267.46
  337,    26,           52.478,           52.372,          0.10662,        2.599e-06,          0.32653,           52.372
  337,    27,           107.18,           107.14,         0.042444,       3.8464e-06,          0.20602,           107.14
  337,    28,           205.44,           205.42,          0.01836,         0.062614,           0.1355,           205.42
  338,     1,           94.279,           93.976,          0.30301,       3.0111e-06,          0.55046,           93.976
  338,     2,           518.86,           515.99,           2.8735,       1.5382e-05,           1.6951,           515.99
  338,     3,           257.11,           256.42,          0.68292,          0.10695,          0.82639,           256.42
  338,     4,           343.38,           340.99,           2.3883,       2.5819e-05,           1.5454,           340.99
  338,     5,           267.91,           267.88,         0.033994,          0.19527,          0.18438,           267.88
  338,     6,           179.91,           176.52,           3.3994,       1.6523e-05,           1.8438,           176.52
  338,     7,           338.64,           338.49,          0.15184,       4.0097e-06,          0.38966,           338.49
  338,     8,           206.79,           206.76,           0.0358,          0.15181,          0.18921,           206.76
  338,     9,           634.16,           631.88,           2.2858,           1.4581,           1.5119,           631.88
  338,    10,           488.61,           487.89,          0.71735,           2.3088,          0.84697,           487.89
  338,    11,           419.54,           419.48,         0.056847,          0.12631,          0.23843,           419.48
  338,    12,           171.15,           170.98,          0.17199,         0.053174,          0.41471,           170.98
  338,    13,            175.9,           175.27,          0.63114,       1.6627e-05,          0.79444,           175.27
  338,    14,           268.16,           266.82,           1.3401,       2.2017e-05,           1.1576,           266.82
  338,    15,           43.602,           43.555,         0.047032,       2.7589e-06,          0.21687,           43.555
  338,    16,           84.788,           84.052,          0.73584,       5.0708e-06,          0.85781,           84.052
  338,    17,           248.48,           245.27,           3.2077,        1.783e-05,            1.791,           245.27
  338,    18,           108.84,           108.35,          0.48233,       2.9429e-05,           0.6945,           108.35
  338,    19,           431.14,           429.74,           1.4038,       8.8356e-06,           1.1848,           429.74
  338,    20,           50.211,           47.534,            2.677,       4.0186e-06,           1.6361,           47.534
  338,    21,           277.82,           277.69,          0.12901,        1.435e-05,          0.35918,           277.69
  338,    22,           240.35,           239.84,          0.51754,          0.79214,           0.7194,           239.84
  338,    23,              359,           358.05,          0.95273,          0.72814,          0.97608,           358.05
  338,    24,           538.78,           538.29,          0.49235,       0.00013227,          0.70168,           538.29
  338,    25,           162.54,           162.37,          0.16575,       5.7768e-06,          0.40712,           162.37
  338,    26,           259.35,           258.84,          0.51033,          0.31061,          0.71438,           258.84
  338,    27,             93.1,           89.855,           3.2454,       2.2111e-05,           1.8015,           89.855
  338,    28,              111,              111,        0.0053168,       2.2206e-05,         0.072917,              111
  339,     1,           330.98,           330.64,          0.34344,        1.711e-05,          0.58603,           330.64
  339,     2,           234.34,           233.41,          0.92373,       2.0326e-05,          0.96111,           233.41
  339,     3,           315.18,           314.31,          0.87647,            0.024,           0.9362,           314.31
  339,     4,           406.35,           405.64,          0.70903,       1.2344e-05,          0.84204,           405.64
  339,     5,           132.21,           131.89,          0.31418,       5.0006e-06,          0.56052,           131.89
  339,     6,           406.47,           404.26,           2.2074,          0.78629,           1.4857,           404.26
  339,     7,           250.23,           242.39,             7.84,          0.28005,              2.8,           242.39
  339,     8,           266.47,           266.46,        0.0043983,       5.9248e-06,         0.066319,           266.46
  339,     9,           497.23,           496.13,           1.0914,         0.092178,           1.0447,           496.13
  339,    10,           290.37,           290.27,         0.097982,          0.25418,          0.31302,           290.27
  339,    11,           692.62,           691.28,           1.3392,       2.6535e-05,           1.1572,           691.28
  339,    12,           508.41,           508.26,          0.15811,           2.3851,          0.39763,           508.26
  339,    13,           120.64,           120.63,        0.0085562,       2.2829e-05,           0.0925,           120.63
  339,    14,           377.19,           377.05,          0.13933,       0.00012461,          0.37326,           377.05
  339,    15,           557.97,           557.35,          0.62016,           1.3759,           0.7875,           557.35
  339,    16,           188.33,           187.83,          0.50404,          0.84822,          0.70996,           187.83
  339,    17,           252.45,           252.44,          0.01064,         0.099609,          0.10315,           252.44
  339,    18,           431.06,            430.8,          0.26497,          0.21706,          0.51476,            430.8
  339,    19,           61.589,           61.226,          0.36345,       2.7554e-06,          0.60286,           61.226
  339,    20,           792.67,           792.62,         0.048156,       1.8458e-05,          0.21944,           792.62
  339,    21,           776.93,           772.16,             4.77,       1.9072e-05,            2.184,           772.16
  339,    22,           52.594,           52.209,           0.3845,       3.2781e-06,          0.62008,           52.209
  339,    23,           371.23,           371.23,        0.0010628,       5.5113e-06,           0.0326,           371.23
  339,    24,           251.91,           251.89,         0.012285,        1.965e-05,          0.11084,           251.89
  339,    25,           141.67,           137.18,           4.4944,       2.8278e-05,             2.12,           137.18
  339,    26,           239.24,           238.43,          0.81313,       1.9257e-05,          0.90174,           238.43
  339,    27,           86.544,           68.081,           18.463,       2.0575e-05,           4.2969,           68.081
  339,    28,           174.21,           173.45,          0.75613,       4.1778e-06,          0.86956,           173.45
  340,     1,           413.61,           413.22,          0.39001,       1.1853e-05,          0.62451,           413.22
  340,     2,           703.28,           701.94,           1.3384,           1.5171,           1.1569,           701.94
  340,     3,           240.15,           238.82,           1.3321,       1.5072e-05,           1.1542,           238.82
  340,     4,           114.57,           107.57,           7.0071,       2.0301e-05,           2.6471,           107.57
  340,     5,            110.7,           110.64,         0.060332,       5.7068e-06,          0.24563,           110.64
  340,     6,           188.83,           188.28,          0.54927,       1.5358e-05,          0.74113,           188.28
  340,     7,           329.69,           329.67,         0.025483,          0.17619,          0.15964,           329.67
  340,     8,            324.6,            318.5,           6.0978,          0.31191,           2.4694,            318.5
  340,     9,           205.41,           205.39,         0.022227,          0.94627,          0.14909,           205.39
  340,    10,           407.52,           389.45,           18.062,       2.4626e-05,             4.25,           389.45
  340,    11,           254.16,           250.72,           3.4354,       2.1971e-05,           1.8535,           250.72
  340,    12,           67.543,           44.709,           22.834,       2.6252e-06,           4.7785,           44.709
  340,    13,           467.27,           456.61,           10.663,       3.1522e-06,           3.2654,           456.61
  340,    14,             79.7,           75.607,           4.0937,        3.559e-06,           2.0233,           75.607
  340,    15,           269.94,           269.63,          0.31057,         0.073224,          0.55729,           269.63
  340,    16,           585.86,           583.53,           2.3359,       0.00013645,           1.5284,           583.53
  340,    17,           231.44,           228.02,           3.4138,          0.10932,           1.8477,           228.02
  340,    18,           147.65,           139.49,           8.1628,        3.556e-06,           2.8571,           139.49
  340,    19,           779.16,            721.3,            57.86,       2.2323e-05,           7.6066,            721.3
  340,    20,           364.95,           363.39,           1.5594,       2.1451e-05,           1.2488,           363.39
  340,    21,            521.8,           368.27,           153.53,       2.3375e-05,           12.391,           368.27
  340,    22,           667.29,           654.69,           12.596,           2.4215,           3.5491,           654.69
  340,    23,           817.05,           810.63,           6.4182,          0.21062,           2.5334,           810.63
  340,    24,           511.27,           509.06,           2.2102,          0.33893,           1.4867,           509.06
  340,    25,           761.99,           554.59,            207.4,       1.6037e-05,           14.401,           554.59
  340,    26,           282.43,           224.18,           58.247,       2.5807e-05,            7.632,           224.18
  340,    27,           228.08,           227.77,          0.30883,       5.9616e-06,          0.55573,           227.77
  340,    28,           424.22,           423.65,          0.57238,            1.047,          0.75656,           423.65
  341,     1,           198.49,           67.989,            130.5,       2.2165e-05,           11.424,           67.989
  341,     2,           161.94,           159.27,           2.6678,       2.2502e-05,           1.6333,           159.27
  341,     3,           262.36,           196.68,           65.681,          0.12506,           8.1044,           196.68
  341,     4,           249.31,           203.19,           46.122,       1.7748e-05,           6.7913,           203.19
  341,     5,           64.976,           52.664,           12.312,       2.7335e-06,           3.5088,           52.664
  341,     6,           546.79,           359.66,           187.14,       1.8353e-05,            13.68,           359.66
  341,     7,           302.81,           302.81,        0.0030437,       4.3022e-06,          0.05517,           302.81
  341,     8,           314.88,           286.18,           28.704,       1.4357e-05,           5.3576,           286.18
  341,     9,           309.49,           275.51,           33.987,       5.0626e-06,           5.8299,           275.51
  341,    10,           341.43,           322.69,           18.739,        1.007e-05,           4.3289,           322.69
  341,    11,            249.1,           240.57,           8.5374,          0.69783,           2.9219,           240.57
  341,    12,           581.72,           581.05,          0.67191,           2.2193,           0.8197,           581.05
  341,    13,           243.52,           230.77,           12.751,       1.8757e-05,           3.5708,           230.77
  341,    14,           475.25,           450.02,           25.223,       0.00012549,           5.0223,           450.02
  341,    15,           176.51,           71.553,           104.96,       2.7629e-05,           10.245,           71.553
  341,    16,           296.61,           216.52,            80.09,       1.7714e-05,           8.9493,           216.52
  341,    17,           332.44,           78.967,           253.47,       5.2476e-06,           15.921,           78.967
  341,    18,            439.3,           386.41,            52.89,          0.28163,           7.2725,           386.41
  341,    19,           594.12,           140.33,           453.78,       3.5687e-06,           21.302,           140.33
  341,    20,           531.91,           464.29,           67.619,          0.08848,           8.2231,           464.29
  341,    21,           295.63,              250,           45.628,       2.7408e-05,           6.7549,              250
  341,    22,           332.14,           266.03,           66.107,          0.18454,           8.1306,           266.03
  341,    23,           278.73,           184.97,           93.763,       2.1979e-05,           9.6831,           184.97
  341,    24,           386.12,           352.58,           33.539,           0.8338,           5.7913,           352.58
  341,    25,           209.99,           206.16,           3.8343,          0.43856,           1.9581,           206.16
  341,    26,           580.36,           578.71,           1.6496,           1.6304,           1.2844,           578.71
  341,    27,           821.53,           237.35,           584.18,          0.18959,            24.17,           237.35
  341,    28,           396.22,           60.803,           335.42,       3.5658e-06,           18.314,           60.803
  342,     1,           126.38,            124.5,           1.8792,       2.1733e-05,           1.3708,            124.5
  342,     2,           228.32,            227.7,          0.61993,       1.7359e-05,          0.78735,            227.7
  342,     3,           508.38,           500.08,           8.3016,           1.7211,           2.8812,           500.08
  342,     4,           386.27,           352.72,           33.546,       5.2333e-06,           5.7919,           352.72
  342,     5,           285.45,           256.18,            29.27,          0.14918,           5.4102,           256.18
  342,     6,           240.43,           63.564,           176.87,       3.2102e-06,           13.299,           63.564
  342,     7,              482,           478.32,            3.681,          0.67866,           1.9186,           478.32
  342,     8,           322.34,            307.3,           15.043,       1.6891e-05,           3.8785,            307.3
  342,     9,           352.38,           63.172,           289.21,       3.2528e-06,           17.006,           63.172
  342,    10,           410.96,           409.99,           0.9779,        2.476e-05,          0.98889,           409.99
  342,    11,            84.84,           76.495,           8.3457,       2.3186e-05,           2.8889,           76.495
  342,    12,           163.53,           103.03,           60.506,       5.3666e-06,           7.7785,           103.03
  342,    13,           366.77,           319.29,           47.485,          0.70924,            6.891,           319.29
  342,    14,           248.99,           176.56,           72.427,       1.4744e-05,           8.5104,           176.56
  342,    15,           485.13,           456.41,           28.719,       1.5472e-05,            5.359,           456.41
  342,    16,              281,           185.14,           95.853,         0.057785,           9.7905,           185.14
  342,    17,            506.8,           504.43,           2.3792,       2.5543e-05,           1.5425,           504.43
  342,    18,           312.79,           311.44,           1.3514,       2.4605e-05,           1.1625,           311.44
  342,    19,           324.39,           322.87,           1.5207,       1.0342e-05,           1.2332,           322.87
  342,    20,            605.1,           603.39,           1.7045,       0.00012791,           1.3056,           603.39
  342,    21,            176.4,           167.01,           9.3895,       1.7796e-05,           3.0642,           167.01
  342,    22,            883.9,           873.84,           10.062,           2.3653,           3.1721,           873.84
  342,    23,           339.29,              333,           6.2911,          0.31077,           2.5082,              333
  342,    24,           514.87,           481.45,            33.42,          0.19349,            5.781,           481.45
  342,    25,           562.94,           545.43,           17.509,          0.39419,           4.1844,           545.43
  342,    26,           594.95,            583.3,           11.643,          0.20861,           3.4122,            583.3
  342,    27,           211.24,           208.23,           3.0099,       6.8901e-06,           1.7349,           208.23
  342,    28,           213.43,           205.72,           7.7038,       2.3891e-06,           2.7756,           205.72
  343,     1,           250.97,           250.93,         0.036736,       2.4252e-05,          0.19167,           250.93
  343,     2,           451.45,           450.98,          0.47266,       1.9759e-05,           0.6875,           450.98
  343,     3,           260.99,            253.1,           7.8841,       2.2733e-05,           2.8079,            253.1
  343,     4,           128.09,           113.31,           14.783,       3.4531e-06,           3.8449,           113.31
  343,     5,           539.89,           514.28,            25.61,          0.11007,           5.0606,           514.28
  343,     6,           495.29,           474.14,           21.159,          0.84106,           4.5999,           474.14
  343,     7,           361.69,           339.54,           22.152,       1.8231e-05,           4.7066,           339.54
  343,     8,           356.45,           337.22,           19.234,          0.57484,           4.3856,           337.22
  343,     9,           262.79,           259.24,           3.5504,         0.080756,           1.8843,           259.24
  343,    10,            249.8,           245.24,             4.56,       6.9061e-06,           2.1354,           245.24
  343,    11,             93.7,             87.3,           6.4009,       2.3541e-05,             2.53,             87.3
  343,    12,           217.14,           215.07,           2.0644,       2.3769e-05,           1.4368,           215.07
  343,    13,           302.51,            302.5,        0.0028327,       1.9246e-05,         0.053223,            302.5
  343,    14,           571.42,           560.83,           10.591,       0.00013428,           3.2543,           560.83
  343,    15,           70.668,           62.915,           7.7531,       4.0354e-06,           2.7844,           62.915
  343,    16,           159.52,               42,           117.52,       2.6123e-06,           10.841,               42
  343,    17,           282.21,           239.72,           42.496,       1.3805e-05,           6.5189,           239.72
  343,    18,              603,           577.09,           25.914,           1.5978,           5.0906,           577.09
  343,    19,            272.3,           270.05,           2.2523,       4.3943e-06,           1.5008,           270.05
  343,    20,           317.91,           310.68,           7.2305,       2.3881e-05,            2.689,           310.68
  343,    21,           272.31,           264.03,           8.2791,          0.26214,           2.8773,           264.03
  343,    22,           139.31,           99.296,           40.015,       5.4596e-06,           6.3257,           99.296
  343,    23,           457.36,           456.17,            1.196,           2.3434,           1.0936,           456.17
  343,    24,           270.48,           230.38,           40.107,          0.13694,            6.333,           230.38
  343,    25,           224.48,           200.43,           24.043,          0.48052,           4.9033,           200.43
  343,    26,           679.81,           543.76,           136.05,       1.7861e-05,           11.664,           543.76
  343,    27,           247.39,           169.69,           77.698,         0.057931,           8.8147,           169.69
  343,    28,           326.96,           314.45,           12.518,       1.0207e-05,           3.5381,           314.45
  344,     1,           147.74,           147.73,         0.010603,         0.060734,          0.10297,           147.73
  344,     2,           312.46,           292.42,           20.048,       1.0111e-05,           4.4775,           292.42
  344,     3,            158.2,           114.23,           43.975,       3.1192e-06,           6.6314,           114.23
  344,     4,           586.57,           544.69,           41.881,       1.7519e-05,           6.4715,           544.69
  344,     5,           488.88,           423.31,           65.574,         0.089646,           8.0978,           423.31
  344,     6,            171.8,           109.07,           62.726,       5.2266e-06,             7.92,           109.07
  344,     7,           306.55,           235.41,           71.133,       1.6652e-05,            8.434,           235.41
  344,     8,           207.39,           140.43,           66.967,       2.0245e-05,           8.1833,           140.43
  344,     9,           74.868,           42.238,            32.63,        3.803e-06,           5.7122,           42.238
  344,    10,           314.32,           314.23,         0.085191,          0.46974,          0.29188,           314.23
  344,    11,           200.03,           196.67,           3.3611,          0.90797,           1.8333,           196.67
  344,    12,           329.75,           279.96,           49.795,          0.10488,           7.0566,           279.96
  344,    13,           167.32,           157.88,           9.4428,       5.6254e-06,           3.0729,           157.88
  344,    14,           47.485,           45.086,           2.3986,       4.4158e-06,           1.5488,           45.086
  344,    15,           380.55,           359.89,           20.658,          0.79191,           4.5451,           359.89
  344,    16,           134.84,           97.352,           37.491,       2.4133e-05,            6.123,           97.352
  344,    17,           449.35,           447.88,           1.4669,           2.2645,           1.2112,           447.88
  344,    18,           172.85,           168.17,           4.6794,        1.396e-05,           2.1632,           168.17
  344,    19,           307.33,           297.51,           9.8236,       3.7989e-06,           3.1343,           297.51
  344,    20,           264.57,           239.56,            25.01,       2.2679e-05,            5.001,           239.56
  344,    21,           232.17,           219.13,           13.042,         0.068294,           3.6113,           219.13
  344,    22,           255.76,           248.48,           7.2752,          0.30214,           2.6973,           248.48
  344,    23,           555.82,           553.28,            2.542,           1.5925,           1.5944,           553.28
  344,    24,           59.976,             56.3,           3.6758,       2.1782e-05,           1.9172,             56.3
  344,    25,           238.78,           238.67,          0.11171,         1.93e-05,          0.33423,           238.67
  344,    26,           297.28,           288.33,           8.9501,        2.629e-05,           2.9917,           288.33
  344,    27,           219.08,           209.58,           9.4941,       1.7131e-05,           3.0812,           209.58
  344,    28,           443.33,           443.04,          0.29028,       0.00013423,          0.53877,           443.04
  345,     1,           223.42,           219.93,           3.4859,         0.023739,           1.8671,           219.93
  345,     2,           383.02,            371.7,           11.319,       4.9744e-06,           3.3644,            371.7
  345,     3,           214.74,           164.55,           50.187,       4.9014e-06,           7.0843,           164.55
  345,     4,           156.03,            150.3,           5.7275,       6.1656e-06,           2.3932,            150.3
  345,     5,           454.84,           442.08,           12.756,          0.69893,           3.5716,           442.08
  345,     6,           328.63,           327.93,           0.6935,        1.016e-05,          0.83276,           327.93
  345,     7,           145.89,           137.37,           8.5215,       2.0341e-05,           2.9192,           137.37
  345,     8,           407.56,           391.45,            16.11,       2.4424e-05,           4.0137,           391.45
  345,     9,           40.926,           33.798,           7.1281,       2.8769e-06,           2.6698,           33.798
  345,    10,           58.327,           57.904,           0.4231,        4.033e-06,          0.65046,           57.904
  345,    11,           371.09,           369.26,           1.8338,       1.6616e-05,           1.3542,           369.26
  345,    12,           188.15,           171.63,            16.52,       2.4115e-05,           4.0645,           171.63
  345,    13,           693.33,           687.76,           5.5762,         0.090312,           2.3614,           687.76
  345,    14,           270.74,           264.01,           6.7354,         0.057766,           2.5953,           264.01
  345,    15,           267.44,           256.99,            10.45,       1.8128e-05,           3.2327,           256.99
  345,    16,           236.45,           226.13,           10.322,       1.7921e-05,           3.2128,           226.13
  345,    17,           222.69,           187.19,           35.502,       2.1502e-05,           5.9583,           187.19
  345,    18,           431.39,           420.81,           10.581,        2.197e-05,           3.2528,           420.81
  345,    19,           102.91,           102.46,          0.45506,       5.5285e-06,          0.67458,           102.46
  345,    20,           543.81,           541.84,           1.9743,           2.4366,           1.4051,           541.84
  345,    21,           401.37,           386.24,           15.132,          0.27884,             3.89,           386.24
  345,    22,           490.81,           486.51,           4.3018,          0.76144,           2.0741,           486.51
  345,    23,           294.52,           262.49,           32.029,       1.7931e-05,           5.6594,           262.49
  345,    24,           271.73,           260.42,           11.307,          0.80391,           3.3626,           260.42
  345,    25,           257.82,           257.13,          0.69314,          0.24779,          0.83255,           257.13
  345,    26,           416.94,           415.59,            1.353,       0.00014461,           1.1632,           415.59
  345,    27,            234.6,           234.22,          0.38009,       1.3304e-05,          0.61651,           234.22
  345,    28,           691.16,           602.64,           88.525,           1.7478,           9.4087,           602.64
  346,     1,           272.45,           224.89,           47.559,          0.18838,           6.8963,           224.89
  346,     2,           366.36,           301.57,           64.791,       1.5562e-05,           8.0493,           301.57
  346,     3,           57.761,           46.506,           11.255,       3.8201e-06,           3.3549,           46.506
  346,     4,           336.46,            328.9,           7.5608,          0.49761,           2.7497,            328.9
  346,     5,           325.87,           283.86,           42.007,       2.6881e-05,           6.4812,           283.86
  346,     6,           304.58,           297.09,           7.4852,       4.6623e-06,           2.7359,           297.09
  346,     7,           515.85,           512.47,           3.3866,           2.3341,           1.8403,           512.47
  346,     8,           383.37,           380.76,           2.6065,          0.33145,           1.6145,           380.76
  346,     9,              306,           297.95,           8.0425,          0.87154,           2.8359,           297.95
  346,    10,           340.35,           340.19,          0.16012,       1.0776e-05,          0.40015,           340.19
  346,    11,           70.895,             47.2,           23.695,       3.6944e-06,           4.8678,             47.2
  346,    12,            246.5,           241.38,           5.1252,       1.4406e-05,           2.2639,           241.38
  346,    13,           536.92,            496.6,           40.324,       2.2534e-05,           6.3501,            496.6
  346,    14,           129.14,           127.93,           1.2155,       1.9547e-05,           1.1025,           127.93
  346,    15,           429.77,           378.22,           51.555,       5.1463e-06,           7.1802,           378.22
  346,    16,           296.63,            289.3,           7.3275,       1.4985e-05,           2.7069,            289.3
  346,    17,           112.58,           105.31,            7.263,       2.4434e-05,            2.695,           105.31
  346,    18,            169.2,           162.44,           6.7584,       5.0815e-06,           2.5997,           162.44
  346,    19,           379.65,           378.69,           0.9618,         0.066463,          0.98071,           378.69
  346,    20,           720.74,           720.11,          0.62995,       0.00015052,          0.79369,           720.11
  346,    21,           209.62,           175.96,           33.666,       5.0941e-06,           5.8022,           175.96
  346,    22,           245.27,           175.41,            69.86,       2.0591e-05,           8.3582,           175.41
  346,    23,           639.38,            634.8,           4.5798,          0.62976,             2.14,            634.8
  346,    24,           400.55,           393.15,           7.3935,       1.8754e-05,           2.7191,           393.15
  346,    25,           299.74,           297.59,           2.1522,       1.8477e-05,            1.467,           297.59
  346,    26,           419.74,           417.34,           2.4054,          0.11372,           1.5509,           417.34
  346,    27,           565.53,           565.04,          0.48507,          0.11694,          0.69647,           565.04
  346,    28,           819.29,           780.38,           38.906,             1.87,           6.2375,           780.38
  347,     1,           43.906,           37.798,           6.1076,       2.9901e-06,           2.4714,           37.798
  347,     2,           672.87,           648.94,           23.924,           1.8466,           4.8913,           648.94
  347,     3,           237.28,           232.28,           5.0002,       1.7879e-05,           2.2361,           232.28
  347,     4,           65.279,            63.22,           2.0593,       4.2052e-06,            1.435,            63.22
  347,     5,           438.41,           437.03,           1.3799,          0.35627,           1.1747,           437.03
  347,     6,            226.4,           221.88,           4.5177,       2.3867e-05,           2.1255,           221.88
  347,     7,           601.25,           588.48,           12.772,       2.3879e-05,           3.5737,           588.48
  347,     8,           416.58,           401.72,           14.855,       4.0801e-06,           3.8543,           401.72
  347,     9,           801.55,           798.68,           2.8685,           2.2412,           1.6937,           798.68
  347,    10,            210.7,           209.45,           1.2477,       1.7924e-05,            1.117,           209.45
  347,    11,           281.69,           281.52,          0.16355,          0.26764,          0.40442,           281.52
  347,    12,           295.24,           292.96,           2.2837,       4.9737e-06,           1.5112,           292.96
  347,    13,           460.77,           460.37,          0.39984,          0.69466,          0.63233,           460.37
  347,    14,           120.45,           119.86,           0.5929,       2.1121e-05,             0.77,           119.86
  347,    15,           181.33,           178.84,           2.4828,        5.617e-06,           1.5757,           178.84
  347,    16,           286.43,           282.72,           3.7083,       1.5602e-05,           1.9257,           282.72
  347,    17,           49.038,           48.497,          0.54101,       2.0545e-05,          0.73553,           48.497
