epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
 1177,     3,           80.123,           80.102,         0.021133,       3.9584e-06,          0.14537,           80.102
 1177,     4,           120.09,           119.64,          0.44455,       5.9607e-06,          0.66675,           119.64
 1177,     5,            79.91,           79.684,          0.22555,       7.7734e-06,          0.47492,           79.684
 1177,     6,           352.21,           351.26,          0.95524,          0.48291,          0.97737,           351.26
 1177,     7,           481.53,           480.45,           1.0816,          0.58874,             1.04,           480.45
 1177,     8,           37.996,           37.052,          0.94381,       2.3425e-06,           0.9715,           37.052
 1177,     9,           182.49,           181.38,           1.1088,        0.0074907,            1.053,           181.38
 1177,    10,           166.68,           166.48,          0.19743,       1.4281e-05,          0.44434,           166.48
 1177,    11,           135.74,           135.65,             0.09,        1.154e-05,              0.3,           135.65
 1177,    12,           304.01,           303.97,         0.044251,       5.9517e-05,          0.21036,           303.97
 1177,    13,           129.05,           129.04,        0.0068543,         0.028802,         0.082791,           129.04
 1177,    14,           193.92,           193.64,          0.28689,         0.033328,          0.53562,           193.64
 1177,    15,            184.1,           183.85,          0.25559,       1.1063e-05,          0.50556,           183.85
 1177,    16,           136.92,           136.83,         0.093033,          0.28109,          0.30501,           136.83
 1177,    17,           246.87,            242.7,           4.1684,       7.1989e-06,           2.0417,            242.7
 1177,    18,           89.752,           89.612,          0.13969,       1.2767e-05,          0.37375,           89.612
 1177,    19,           43.791,           43.056,          0.73505,       3.1529e-06,          0.85735,           43.056
 1177,    20,           233.75,           233.13,          0.61639,        3.949e-06,          0.78511,           233.13
 1177,    21,           78.923,           78.621,          0.30195,       1.5714e-05,           0.5495,           78.621
 1177,    22,            279.6,           276.09,            3.508,            0.128,            1.873,           276.09
 1177,    23,           71.955,           71.757,          0.19747,       2.8886e-06,          0.44438,           71.757
 1177,    24,           135.76,           135.35,          0.41352,       4.5713e-06,          0.64306,           135.35
 1177,    25,           210.65,           209.51,            1.147,          0.28512,            1.071,           209.51
 1177,    26,           300.34,           300.26,         0.080163,         0.075993,          0.28313,           300.26
 1177,    27,           194.49,           191.32,            3.171,          0.26087,           1.7807,           191.32
 1177,    28,           102.29,           102.27,         0.018906,       1.0767e-05,           0.1375,           102.27
 1178,     1,           319.25,           318.27,          0.97886,           0.6245,          0.98937,           318.27
 1178,     2,           59.778,           59.639,          0.13938,       1.3251e-05,          0.37333,           59.639
 1178,     3,           71.382,           69.826,           1.5563,       3.1565e-06,           1.2475,           69.826
 1178,     4,           189.27,           186.75,           2.5131,          0.23911,           1.5853,           186.75
 1178,     5,           134.29,           134.27,         0.014938,       1.1904e-05,          0.12222,           134.27
 1178,     6,           131.33,           131.33,        0.0026053,       3.6625e-06,         0.051042,           131.33
 1178,     7,           124.33,           124.21,          0.12177,       4.3636e-06,          0.34896,           124.21
 1178,     8,           176.37,           176.22,          0.14917,       1.2324e-05,          0.38623,           176.22
 1178,     9,           325.46,            325.3,          0.16037,       6.0205e-05,          0.40046,            325.3
 1178,    10,           71.964,           71.714,             0.25,       7.7617e-06,              0.5,           71.714
 1178,    11,           97.608,           97.417,          0.19097,       1.5747e-05,            0.437,           97.417
 1178,    12,           240.24,           239.82,          0.42066,          0.15325,          0.64858,           239.82
 1178,    13,           109.85,           109.58,          0.27467,          0.35873,          0.52409,           109.58
 1178,    14,           281.57,           278.57,           3.0025,          0.49124,           1.7328,           278.57
 1178,    15,           125.06,           124.84,          0.22178,          0.17991,          0.47094,           124.84
 1178,    16,           189.43,           189.42,        0.0018339,          0.35995,         0.042824,           189.42
 1178,    17,           166.58,           166.37,          0.21246,         0.079034,          0.46094,           166.37
 1178,    18,           32.679,           31.925,          0.75427,       2.4831e-06,          0.86849,           31.925
 1178,    19,           52.011,           48.306,           3.7047,       6.8649e-06,           1.9248,           48.306
 1178,    20,           121.55,           119.73,           1.8263,       7.5407e-06,           1.3514,           119.73
 1178,    21,           144.45,           144.38,         0.071668,       9.8703e-06,          0.26771,           144.38
 1178,    22,           331.35,           331.26,         0.084228,          0.10209,          0.29022,           331.26
 1178,    23,            138.8,           137.85,          0.95224,       5.9651e-06,          0.97583,           137.85
 1178,    24,           129.64,           129.06,          0.57609,         0.043762,          0.75901,           129.06
 1178,    25,            44.36,           44.317,         0.043162,        3.576e-06,          0.20775,           44.317
 1178,    26,           188.04,           176.09,           11.951,       1.2746e-05,            3.457,           176.09
 1178,    27,           210.29,           210.07,          0.22245,       3.8745e-06,          0.47164,           210.07
 1178,    28,           183.15,           176.87,           6.2743,       1.2736e-05,           2.5049,           176.87
 1179,     1,           156.72,           155.29,           1.4284,       1.2575e-05,           1.1951,           155.29
 1179,     2,            231.1,            230.8,          0.29363,          0.65122,          0.54188,            230.8
 1179,     3,           121.18,           121.06,          0.12268,          0.31252,          0.35026,           121.06
 1179,     4,           139.35,           136.71,           2.6416,         0.078989,           1.6253,           136.71
 1179,     5,           408.15,            406.9,            1.251,            0.163,           1.1185,            406.9
 1179,     6,           118.63,           116.41,           2.2199,       4.2488e-06,           1.4899,           116.41
 1179,     7,           91.209,           82.147,           9.0626,       1.4638e-05,           3.0104,           82.147
 1179,     8,           61.456,           61.422,         0.034033,       3.3453e-06,          0.18448,           61.422
 1179,     9,           129.16,           125.75,           3.4084,       1.2317e-05,           1.8462,           125.75
 1179,    10,           65.098,           64.153,          0.94522,       7.1248e-06,          0.97222,           64.153
 1179,    11,           165.12,           165.06,         0.060502,         0.066856,          0.24597,           165.06
 1179,    12,           224.68,           224.59,         0.087278,       6.2029e-05,          0.29543,           224.59
 1179,    13,           175.88,           174.85,           1.0244,          0.25914,           1.0121,           174.85
 1179,    14,           147.49,           146.57,          0.91907,       1.1131e-05,          0.95868,           146.57
 1179,    15,           35.269,           34.087,           1.1821,       2.4675e-06,           1.0872,           34.087
 1179,    16,            298.3,            296.3,           1.9997,          0.60197,           1.4141,            296.3
 1179,    17,           116.34,           116.31,         0.032025,       6.3331e-06,          0.17896,           116.31
 1179,    18,           273.67,           272.43,           1.2361,       7.9406e-06,           1.1118,           272.43
 1179,    19,           121.95,           121.81,          0.14209,         0.041376,          0.37695,           121.81
 1179,    20,           74.745,           74.188,          0.55726,        1.472e-05,           0.7465,           74.188
 1179,    21,           296.68,           295.24,           1.4452,       1.2701e-05,           1.2021,           295.24
 1179,    22,           192.41,           190.98,            1.423,          0.33067,           1.1929,           190.98
 1179,    23,           100.63,           100.11,           0.5201,       9.5647e-06,          0.72118,           100.11
 1179,    24,           113.31,           113.25,         0.064512,       4.3446e-06,          0.25399,           113.25
 1179,    25,           233.39,            232.7,          0.68483,        3.024e-06,          0.82755,            232.7
 1179,    26,           29.258,           28.389,           0.8689,       3.0844e-06,          0.93215,           28.389
 1179,    27,           209.41,           207.58,            1.833,          0.12013,           1.3539,           207.58
 1179,    28,           61.242,           61.237,        0.0057472,       6.8205e-06,          0.07581,           61.237
 1180,     1,           174.39,           174.37,         0.020322,       3.6727e-06,          0.14255,           174.37
 1180,     2,           115.46,           114.35,           1.1098,       5.3476e-06,           1.0535,           114.35
 1180,     3,           118.69,           118.66,         0.035034,          0.36338,          0.18717,           118.66
 1180,     4,           238.99,           238.99,        0.0020637,       5.4246e-05,         0.045428,           238.99
 1180,     5,           138.96,           138.77,          0.18087,       1.3461e-05,          0.42529,           138.77
 1180,     6,           282.28,           282.25,         0.027537,          0.12227,          0.16594,           282.25
 1180,     7,           200.19,           200.01,          0.17397,          0.13792,           0.4171,           200.01
 1180,     8,           68.324,           67.588,          0.73616,       1.6726e-05,            0.858,           67.588
 1180,     9,           161.14,           161.14,        0.0010073,         0.070476,         0.031738,           161.14
 1180,    10,           202.02,           199.41,           2.6058,       1.3548e-05,           1.6143,           199.41
 1180,    11,           30.362,           26.803,           3.5592,        3.119e-06,           1.8866,           26.803
 1180,    12,           128.62,           127.08,           1.5382,         0.034512,           1.2402,           127.08
 1180,    13,           157.73,           157.71,         0.023447,          0.18004,          0.15313,           157.71
 1180,    14,           272.07,           271.54,          0.52653,          0.61515,          0.72562,           271.54
 1180,    15,           204.64,           204.42,          0.22776,          0.38339,          0.47724,           204.42
 1180,    16,           181.93,           181.83,          0.10369,          0.29684,          0.32201,           181.83
 1180,    17,           292.73,           292.51,          0.21149,          0.48879,          0.45988,           292.51
 1180,    18,           65.102,           64.797,           0.3048,       1.2512e-05,          0.55208,           64.797
 1180,    19,           171.36,           171.32,         0.036736,       7.1961e-06,          0.19167,           171.32
 1180,    20,           56.094,           55.655,          0.43877,       2.9528e-06,           0.6624,           55.655
 1180,    21,           68.532,           67.995,          0.53676,        7.687e-06,          0.73264,           67.995
 1180,    22,           147.99,           147.99,        0.0017361,       1.1431e-05,         0.041667,           147.99
 1180,    23,           96.838,           94.998,           1.8394,       4.1809e-06,           1.3563,           94.998
 1180,    24,           41.892,            41.89,        0.0016882,       6.6484e-06,         0.041088,            41.89
 1180,    25,           110.84,           110.66,          0.18151,        1.029e-05,          0.42604,           110.66
 1180,    26,           44.157,           43.676,          0.48145,       2.3833e-06,          0.69387,           43.676
 1180,    27,           62.317,           62.091,          0.22629,       2.5591e-06,          0.47569,           62.091
 1180,    28,           161.94,           161.89,         0.055421,       1.1228e-05,          0.23542,           161.89
 1181,     1,           204.49,           203.49,          0.99576,       3.8375e-06,          0.99788,           203.49
 1181,     2,           146.55,           146.54,         0.010923,       1.3228e-05,          0.10451,           146.54
 1181,     3,           40.709,           40.705,        0.0042197,       2.0911e-06,         0.064959,           40.705
 1181,     4,           60.234,           60.186,         0.047306,        1.286e-05,           0.2175,           60.186
 1181,     5,            118.2,           118.04,          0.16197,         0.031171,          0.40245,           118.04
 1181,     6,           175.55,           175.54,        0.0027127,          0.28165,         0.052083,           175.54
 1181,     7,           283.17,           283.17,       7.5352e-07,         0.063549,       0.00086806,           283.17
 1181,     8,            158.5,           158.25,          0.24577,       8.5372e-06,          0.49576,           158.25
 1181,     9,           105.47,           105.31,          0.16702,        9.867e-06,          0.40868,           105.31
 1181,    10,            158.2,            158.2,       0.00011289,         0.027211,         0.010625,            158.2
 1181,    11,           72.093,           71.185,          0.90845,       6.8002e-06,          0.95312,           71.185
 1181,    12,            122.9,           122.89,        0.0023604,       6.4831e-06,         0.048584,           122.89
 1181,    13,           316.62,           316.43,           0.1925,          0.58522,          0.43875,           316.43
 1181,    14,           124.69,           124.55,            0.137,       1.0783e-05,          0.37014,           124.55
 1181,    15,           29.692,           28.692,          0.99971,       2.9658e-06,          0.99986,           28.692
 1181,    16,           128.59,           128.52,         0.068667,          0.35664,          0.26204,           128.52
 1181,    17,           119.97,           119.95,         0.015843,       4.1379e-06,          0.12587,           119.95
 1181,    18,           89.192,           87.826,           1.3657,       2.2251e-06,           1.1686,           87.826
 1181,    19,           300.34,           300.27,         0.062067,       6.3794e-05,          0.24913,           300.27
 1181,    20,           226.05,           226.04,         0.015433,          0.38611,          0.12423,           226.04
 1181,    21,           212.17,           212.16,        0.0069928,          0.14854,         0.083623,           212.16
 1181,    22,            259.7,           258.83,          0.86852,        7.722e-06,          0.93194,           258.83
 1181,    23,           118.51,           118.37,          0.14025,       1.5463e-05,           0.3745,           118.37
 1181,    24,           70.627,           70.587,         0.039171,        2.899e-06,          0.19792,           70.587
 1181,    25,           157.47,           157.25,          0.22665,       1.1989e-05,          0.47607,           157.25
 1181,    26,           266.74,           266.37,          0.36896,       1.3189e-05,          0.60742,           266.37
 1181,    27,           290.66,           290.51,          0.14845,          0.56688,          0.38529,           290.51
 1181,    28,           236.17,           235.83,          0.34547,         0.058479,          0.58777,           235.83
 1182,     1,           168.34,           167.78,          0.56302,       1.1991e-05,          0.75035,           167.78
 1182,     2,            169.4,            168.4,           1.0026,          0.39462,           1.0013,            168.4
 1182,     3,           158.22,           158.11,          0.11111,       8.1207e-06,          0.33333,           158.11
 1182,     4,           33.856,           33.553,          0.30352,       2.9528e-06,          0.55093,           33.553
 1182,     5,           99.717,           98.334,           1.3828,       7.5969e-06,           1.1759,           98.334
 1182,     6,           344.08,           342.33,           1.7444,          0.18543,           1.3207,           342.33
 1182,     7,           168.46,           168.13,          0.33303,       1.1192e-05,          0.57708,           168.13
 1182,     8,           87.575,           87.566,        0.0085755,       2.9211e-06,         0.092604,           87.566
 1182,     9,           236.79,            236.7,         0.081314,          0.28592,          0.28516,            236.7
 1182,    10,           123.99,           123.69,          0.30314,       3.5915e-06,          0.55058,           123.69
 1182,    11,            276.2,           276.01,          0.18838,          0.27541,          0.43403,           276.01
 1182,    12,           55.926,            55.33,          0.59597,       3.2161e-06,          0.77199,            55.33
 1182,    13,           169.71,           168.51,           1.2006,       1.2937e-05,           1.0957,           168.51
 1182,    14,           246.38,              246,          0.38486,       2.9086e-06,          0.62037,              246
 1182,    15,           100.09,           100.09,        0.0017361,       4.1804e-06,         0.041667,           100.09
 1182,    16,           305.05,           304.79,          0.26355,          0.53233,          0.51337,           304.79
 1182,    17,           145.39,           145.37,         0.020678,       6.4985e-06,           0.1438,           145.37
 1182,    18,           61.899,           61.668,           0.2308,       1.2391e-05,          0.48042,           61.668
 1182,    19,           94.745,           94.743,        0.0012791,       9.6188e-06,         0.035764,           94.743
 1182,    20,           62.742,           62.738,         0.003969,       1.4543e-05,            0.063,           62.738
 1182,    21,           169.14,           168.69,          0.45288,         0.052643,          0.67296,           168.69
 1182,    22,           161.96,           161.76,          0.19787,       1.2201e-05,          0.44482,           161.76
 1182,    23,           276.65,           276.49,          0.15652,          0.69295,          0.39562,           276.49
 1182,    24,           47.196,           45.592,           1.6047,       6.6667e-06,           1.2668,           45.592
 1182,    25,           351.19,           351.18,        0.0060584,         0.071655,         0.077836,           351.18
 1182,    26,           153.66,           153.44,          0.22237,         0.082344,          0.47156,           153.44
 1182,    27,           172.63,           172.62,         0.014136,         0.086201,           0.1189,           172.62
 1182,    28,           287.33,           287.02,          0.31154,       6.0468e-05,          0.55816,           287.02
 1183,     1,           334.09,           334.02,         0.068825,       4.6704e-06,          0.26235,           334.02
 1183,     2,           165.35,           164.39,          0.95877,       1.2569e-05,          0.97917,           164.39
 1183,     3,           215.86,           215.77,         0.095498,          0.31831,          0.30903,           215.77
 1183,     4,           219.23,           216.61,           2.6248,       1.2914e-05,           1.6201,           216.61
 1183,     5,           59.005,           57.984,           1.0212,       3.1045e-06,           1.0105,           57.984
 1183,     6,           138.38,           138.27,          0.10831,        1.267e-05,           0.3291,           138.27
 1183,     7,           166.98,           166.88,          0.10472,       1.2559e-05,          0.32361,           166.88
 1183,     8,           223.21,           222.52,          0.68627,       6.5151e-05,          0.82841,           222.52
 1183,     9,           132.89,           129.66,           3.2314,       6.3908e-06,           1.7976,           129.66
 1183,    10,           66.591,           66.044,          0.54637,       1.2631e-05,          0.73917,           66.044
 1183,    11,           361.29,            361.1,           0.1947,          0.77739,          0.44125,            361.1
 1183,    12,           88.666,           88.591,         0.074294,       4.5283e-06,          0.27257,           88.591
 1183,    13,           91.067,            91.06,        0.0075352,       1.1246e-05,         0.086806,            91.06
 1183,    14,           74.108,           73.778,          0.33062,        1.445e-05,            0.575,           73.778
 1183,    15,           164.84,           164.79,         0.049383,         0.043635,          0.22222,           164.79
 1183,    16,           125.11,           124.73,           0.3844,          0.07402,             0.62,           124.73
 1183,    17,           178.38,           178.32,         0.056036,          0.29057,          0.23672,           178.32
 1183,    18,           76.283,           75.717,          0.56598,       3.0714e-06,          0.75231,           75.717
 1183,    19,            27.74,            27.73,        0.0098214,       2.9462e-06,         0.099103,            27.73
 1183,    20,           40.679,           40.573,          0.10634,       2.8523e-06,           0.3261,           40.573
 1183,    21,           202.96,           201.17,           1.7908,        7.569e-06,           1.3382,           201.17
 1183,    22,           199.38,           199.37,         0.013463,          0.08704,          0.11603,           199.37
 1183,    23,           116.34,           116.01,           0.3316,          0.38066,          0.57585,           116.01
 1183,    24,           287.86,           287.71,          0.14084,         0.065325,          0.37529,           287.71
 1183,    25,           161.78,           161.77,        0.0076605,         0.025634,         0.087524,           161.77
 1183,    26,           282.23,           282.21,         0.023498,          0.58463,          0.15329,           282.21
 1183,    27,           85.298,            81.24,           4.0581,       6.3285e-06,           2.0145,            81.24
 1183,    28,           94.105,           92.588,           1.5165,       9.0173e-06,           1.2315,           92.588
 1184,     1,           185.15,           185.14,         0.015503,       1.2555e-05,          0.12451,           185.14
 1184,     2,           25.987,            25.92,         0.066467,       3.0279e-06,          0.25781,            25.92
 1184,     3,           173.08,           173.01,         0.066871,          0.28038,          0.25859,           173.01
 1184,     4,           86.244,           86.128,          0.11626,       1.1759e-05,          0.34097,           86.128
 1184,     5,           119.38,           119.37,          0.01147,         0.026542,           0.1071,           119.37
 1184,     6,           289.38,           287.26,           2.1188,          0.68325,           1.4556,           287.26
 1184,     7,           65.085,           64.268,          0.81676,       1.4641e-05,          0.90375,           64.268
 1184,     8,           108.78,           108.66,          0.12383,          0.37549,          0.35189,           108.66
 1184,     9,           167.78,           167.66,          0.11558,         0.041855,          0.33997,           167.66
 1184,    10,           284.85,           284.81,         0.043886,         0.062787,          0.20949,           284.81
 1184,    11,           142.34,           137.65,           4.6854,       8.6261e-06,           2.1646,           137.65
 1184,    12,           181.41,            181.4,         0.012377,         0.060011,          0.11125,            181.4
 1184,    13,            121.2,           120.96,          0.24688,       1.1649e-05,          0.49687,           120.96
 1184,    14,           79.461,           79.161,          0.30013,       8.6517e-06,          0.54784,           79.161
 1184,    15,           351.77,           348.26,           3.5147,          0.54459,           1.8747,           348.26
 1184,    16,           153.51,           151.36,           2.1544,       1.1866e-05,           1.4678,           151.36
 1184,    17,           32.435,           31.302,           1.1335,       2.9582e-06,           1.0647,           31.302
 1184,    18,           64.218,           58.935,           5.2836,       7.0024e-06,           2.2986,           58.935
 1184,    19,           211.24,           211.21,         0.030544,       6.6097e-05,          0.17477,           211.21
 1184,    20,           95.048,           94.726,          0.32229,       2.7066e-06,          0.56771,           94.726
 1184,    21,           141.06,           140.92,          0.14899,       6.3656e-06,          0.38599,           140.92
 1184,    22,           108.22,           106.62,           1.5939,       1.6183e-05,           1.2625,           106.62
 1184,    23,           57.789,           57.425,          0.36426,        3.329e-06,          0.60354,           57.425
 1184,    24,           226.12,           221.09,           5.0282,       1.0265e-05,           2.2424,           221.09
 1184,    25,           283.01,           281.55,           1.4638,       3.4469e-06,           1.2099,           281.55
 1184,    26,           238.05,           238.05,        0.0078738,          0.35551,         0.088735,           238.05
 1184,    27,           196.19,           194.51,           1.6785,          0.14797,           1.2956,           194.51
 1184,    28,           123.14,           123.14,        0.0028779,       4.6505e-06,         0.053646,           123.14
 1185,     1,           122.12,           120.54,           1.5815,       7.0213e-06,           1.2576,           120.54
 1185,     2,           202.15,           201.89,           0.2531,          0.36369,          0.50309,           201.89
 1185,     3,           59.013,           58.872,          0.14031,       1.4312e-05,          0.37458,           58.872
 1185,     4,           131.21,           131.07,           0.1388,       1.4011e-05,          0.37256,           131.07
 1185,     5,           109.84,           106.92,            2.916,       7.4024e-06,           1.7076,           106.92
 1185,     6,           183.18,           182.87,          0.30501,       3.6879e-06,          0.55228,           182.87
 1185,     7,           169.61,           169.54,         0.073704,          0.06462,          0.27148,           169.54
 1185,     8,           93.875,           93.793,         0.082058,       4.0026e-06,          0.28646,           93.793
 1185,     9,            137.2,            134.8,           2.4003,       1.1455e-05,           1.5493,            134.8
 1185,    10,            34.25,           34.246,        0.0043333,       3.0292e-06,         0.065828,           34.246
 1185,    11,           123.54,            123.3,           0.2401,         0.093903,             0.49,            123.3
 1185,    12,           58.376,           57.707,          0.66984,       3.1189e-06,          0.81844,           57.707
 1185,    13,           115.46,           115.41,          0.04422,          0.36671,          0.21029,           115.41
 1185,    14,           58.235,            58.14,         0.095172,       1.6341e-05,           0.3085,            58.14
 1185,    15,            297.8,           297.44,          0.35979,         0.099749,          0.59983,           297.44
 1185,    16,           37.661,           37.399,            0.262,        3.279e-06,          0.51186,           37.399
 1185,    17,           113.77,            113.7,          0.06714,         0.037714,          0.25911,            113.7
 1185,    18,           100.18,           100.14,         0.040278,       1.2089e-05,          0.20069,           100.14
 1185,    19,           305.79,           305.79,        0.0013152,          0.57033,         0.036265,           305.79
 1185,    20,           66.176,           65.538,          0.63852,       2.7132e-06,          0.79907,           65.538
 1185,    21,           202.25,           201.51,          0.74351,           0.1277,          0.86227,           201.51
 1185,    22,            144.6,           143.61,          0.99123,       1.2797e-05,          0.99561,           143.61
 1185,    23,           305.99,            305.9,         0.094172,           0.6741,          0.30687,            305.9
 1185,    24,           29.568,           29.528,           0.0394,       6.9916e-06,           0.1985,           29.528
 1185,    25,           185.47,           185.46,        0.0026721,          0.26211,         0.051693,           185.46
 1185,    26,           251.82,           251.78,         0.040908,       5.7521e-05,          0.20226,           251.78
 1185,    27,           74.074,           73.829,          0.24501,       8.7449e-06,          0.49498,           73.829
 1185,    28,           88.615,           88.472,          0.14219,       1.0268e-05,          0.37708,           88.472
 1186,     1,           181.61,           181.58,         0.024455,          0.26604,          0.15638,           181.58
 1186,     2,           182.03,           181.47,          0.55471,         1.26e-05,          0.74479,           181.47
 1186,     3,           137.33,           137.32,        0.0028327,       6.4955e-06,         0.053223,           137.32
 1186,     4,           188.11,           187.88,           0.2316,          0.18403,          0.48125,           187.88
 1186,     5,           56.463,           55.901,          0.56188,       1.2828e-05,          0.74958,           55.901
 1186,     6,           54.423,           53.308,           1.1154,       7.6742e-06,           1.0561,           53.308
 1186,     7,            265.3,            265.3,       0.00032852,          0.64856,         0.018125,            265.3
 1186,     8,              212,           210.34,            1.655,          0.17517,           1.2865,           210.34
 1186,     9,            260.2,           260.08,          0.12326,       3.8288e-06,          0.35108,           260.08
 1186,    10,           167.79,           167.17,          0.62571,         0.048876,          0.79102,           167.17
 1186,    11,           29.241,           29.208,         0.033178,        3.082e-06,          0.18215,           29.208
 1186,    12,           127.21,           127.06,           0.1439,         0.035537,          0.37934,           127.06
 1186,    13,            66.92,           66.916,        0.0035117,       3.2743e-06,         0.059259,           66.916
 1186,    14,           52.887,           52.785,           0.1022,       3.0942e-06,          0.31969,           52.785
 1186,    15,           271.51,           255.64,           15.872,       1.2962e-05,            3.984,           255.64
 1186,    16,           143.82,           143.62,          0.20595,       1.1723e-05,          0.45382,           143.62
 1186,    17,           134.24,           134.21,         0.038147,          0.32591,          0.19531,           134.21
 1186,    18,           240.63,           239.79,          0.84346,       6.0712e-05,           0.9184,           239.79
 1186,    19,           105.08,           105.03,         0.049729,       1.4835e-05,            0.223,           105.03
 1186,    20,           81.191,           80.657,           0.5345,       7.8425e-06,           0.7311,           80.657
 1186,    21,           327.47,           324.84,           2.6356,          0.44345,           1.6235,           324.84
 1186,    22,           31.829,           31.266,          0.56228,        2.338e-06,          0.74986,           31.266
 1186,    23,           241.46,              240,           1.4628,       1.3294e-05,           1.2095,              240
 1186,    24,           187.29,           187.12,          0.17535,       7.4973e-06,          0.41875,           187.12
 1186,    25,           226.06,           225.39,          0.67275,          0.32797,          0.82022,           225.39
 1186,    26,           296.53,           296.53,        0.0026976,         0.096405,         0.051939,           296.53
 1186,    27,           142.56,           142.55,        0.0033762,       1.2881e-05,         0.058105,           142.55
 1186,    28,           109.27,            109.1,          0.17506,       4.0947e-06,           0.4184,            109.1
 1187,     1,           191.28,            190.2,           1.0793,       7.9096e-06,           1.0389,            190.2
 1187,     2,           171.53,           171.45,         0.079277,         0.077756,          0.28156,           171.45
 1187,     3,           237.37,           237.11,          0.25465,       5.8572e-05,          0.50463,           237.11
 1187,     4,           197.82,           197.82,        0.0013152,          0.28572,         0.036265,           197.82
 1187,     5,           149.09,           148.54,           0.5511,       1.1699e-05,          0.74236,           148.54
 1187,     6,           111.05,           111.05,        0.0053644,          0.33988,         0.073242,           111.05
 1187,     7,           111.55,           111.47,          0.07787,       6.1534e-06,          0.27905,           111.47
 1187,     8,           59.374,           58.609,          0.76417,       3.3244e-06,          0.87417,           58.609
 1187,     9,           315.66,           315.39,          0.27431,          0.72457,          0.52375,           315.39
 1187,    10,           122.13,           121.61,          0.52349,          0.03468,          0.72352,           121.61
 1187,    11,            122.4,           122.38,         0.026069,       1.3727e-05,          0.16146,           122.38
 1187,    12,           285.37,           285.27,         0.098472,         0.095616,           0.3138,           285.27
 1187,    13,            56.69,           56.423,           0.2673,       2.7676e-06,          0.51701,           56.423
 1187,    14,           68.397,           68.397,       1.7361e-07,       1.2684e-05,       0.00041667,           68.397
 1187,    15,           302.82,            302.8,         0.011725,          0.57038,          0.10828,            302.8
 1187,    16,           212.31,           211.61,           0.6942,          0.12433,          0.83319,           211.61
 1187,    17,           155.23,           155.17,         0.059366,         0.014461,          0.24365,           155.17
 1187,    18,            91.54,            91.51,         0.029422,       1.0178e-05,          0.17153,            91.51
 1187,    19,           37.393,           37.067,          0.32625,       2.3973e-06,          0.57118,           37.067
 1187,    20,            193.8,           193.77,         0.025573,        4.009e-06,          0.15992,           193.77
 1187,    21,           64.492,           64.449,         0.042603,        7.249e-06,           0.2064,           64.449
 1187,    22,           30.156,           30.066,         0.089948,       3.5661e-06,          0.29991,           30.066
 1187,    23,           179.35,           179.13,          0.21067,          0.25585,          0.45898,           179.13
 1187,    24,           145.37,           145.07,          0.29402,       1.2905e-05,          0.54224,           145.07
 1187,    25,           259.77,           258.92,          0.85346,       1.3344e-05,          0.92383,           258.92
 1187,    26,           73.604,           73.274,          0.33089,       7.5259e-06,          0.57523,           73.274
 1187,    27,           88.135,           88.101,         0.033672,       1.7083e-05,           0.1835,           88.101
 1187,    28,           99.358,           99.356,        0.0018688,       4.3722e-06,         0.043229,           99.356
 1188,     1,           65.283,           64.467,          0.81631,       1.4743e-05,           0.9035,           64.467
 1188,     2,           42.162,            38.68,           3.4815,       2.1164e-06,           1.8659,            38.68
 1188,     3,            63.15,           61.076,           2.0736,       1.2183e-05,             1.44,           61.076
 1188,     4,           132.33,           131.79,          0.54795,           0.2077,          0.74023,           131.79
 1188,     5,           154.27,           154.27,       0.00013448,         0.021843,         0.011597,           154.27
 1188,     6,           236.86,           236.07,          0.79562,       3.5163e-06,          0.89198,           236.07
 1188,     7,           116.57,           116.43,          0.13959,       9.3323e-06,          0.37361,           116.43
 1188,     8,           65.531,           65.531,       1.3717e-05,       2.5403e-06,        0.0037037,           65.531
 1188,     9,           257.98,           257.97,         0.013937,       1.1146e-05,          0.11806,           257.97
 1188,    10,           444.26,           444.09,          0.17274,          0.73731,          0.41563,           444.09
 1188,    11,           188.69,           188.62,         0.066378,       7.7446e-06,          0.25764,           188.62
 1188,    12,           44.824,           44.513,          0.31122,       7.2932e-06,          0.55787,           44.513
 1188,    13,           217.07,           217.05,         0.014212,          0.28851,          0.11921,           217.05
 1188,    14,           130.14,           128.48,           1.6636,        7.163e-06,           1.2898,           128.48
 1188,    15,           321.35,           319.86,           1.4869,          0.50818,           1.2194,           319.86
 1188,    16,           54.986,           54.866,           0.1196,       2.9665e-06,          0.34583,           54.866
 1188,    17,           240.55,           240.08,          0.46581,          0.12472,           0.6825,           240.08
 1188,    18,           203.63,           203.37,          0.26423,          0.15121,          0.51403,           203.37
 1188,    19,           233.97,           233.51,          0.46221,       1.1208e-05,          0.67986,           233.51
 1188,    20,           179.77,           179.63,          0.13607,          0.27695,          0.36888,           179.63
 1188,    21,           217.02,           216.94,         0.080409,       5.5872e-05,          0.28356,           216.94
 1188,    22,           124.05,           124.02,         0.028068,         0.038685,          0.16753,           124.02
 1188,    23,           452.34,           452.06,           0.2745,       1.3203e-05,          0.52393,           452.06
 1188,    24,           29.164,           28.816,          0.34843,       3.3436e-06,          0.59028,           28.816
 1188,    25,           102.22,           102.14,         0.086493,       4.2332e-06,           0.2941,           102.14
 1188,    26,           149.04,           149.03,        0.0073853,       1.2504e-05,         0.085938,           149.03
 1188,    27,           107.49,           107.49,       0.00031495,       7.5194e-06,         0.017747,           107.49
